route_id,date,weekday,week_number,driver_id,origin_barrio,lat_origin,lon_origin,barrios_recorridos,tipo_vehiculo,vehicle_capacity_m3,volumen_cargado_m3,carga_pct,n_paradas,n_paquetes,cliente_top_count,km_total,desviacion_km,velocidad_media_kmh,duracion_min,tiempo_conduccion_min,tiempo_paradas_min,tiempo_espera_deposito_min,tiempo_carga_min,n_incidentes,motivo_incidente,paquetes_no_entregados,porcentaje_entregas_exitosas,prioridad,entregas_retrasadas,clima,turno,estado_ruta,notas_logisticas,costo_est_operativo,eficiencia_carga_pct,tasa_exito_entregas
2297,2025-08-29,4,34,2,el peligro,-34.829757,-57.91376,el peligro; lisandro olmos,furgoneta,8,7.84,98.0,74,88,4,23.6,0.0,18.39,258,77,181,13,17,0,nan,0,100.0,baja,0,lluvia ligera,mañana,con_incidente,nan,34.11,98.0,100.0
2298,2025-03-29,5,12,1,gonnet,-34.932932,-57.920652,gonnet; ringuelet,furgoneta,8,6.24,78.0,82,97,9,20.9,0.0,270.0,145,5,216,0,29,0,nan,0,100.0,media,1,despejado,mañana,parcial,contactar cliente,24.88,78.0,100.0
2299,2025-04-22,1,16,6,tolosa,-34.92124,-57.958874,tolosa; la plata; centro; villa montoro,camioneta,13,7.74,59.5,89,116,9,28.1,2.21,47.68,223,38,201,13,28,0,nan,0,100.0,baja,1,tormenta,mañana,parcial,reintentar mañana,30.5,59.5,100.0
2300,2025-01-02,3,0,4,la plata,-34.925014,-57.955318,la plata; los hornos,camion 3.5t,18,2.86,15.9,77,92,4,34.0,0.0,51.14,196,44,184,2,18,0,nan,0,100.0,media,1,nublado,mañana,parcial,contactar cliente,31.82,15.9,100.0
2301,2025-10-07,1,40,2,villa elvira,-34.891081,-57.949721,villa elvira,furgoneta,8,5.68,71.0,80,87,7,24.4,0.0,19.01,210,77,133,1,34,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,26.74,71.0,100.0
2302,2025-09-11,3,36,4,el carmen,-34.837905,-57.900612,el carmen; villa san carlos; gonnet,furgoneta,8,3.34,41.8,80,90,3,26.3,0.0,9.45,320,167,153,13,21,0,nan,1,98.89,media,1,despejado,mañana,parcial,reintentar mañana,39.66,41.8,98.89
2303,2025-09-09,1,36,1,tolosa,-34.92267,-57.949944,tolosa,camioneta,13,9.19,70.7,71,81,5,17.1,0.0,17.69,215,58,157,7,29,0,nan,0,100.0,baja,0,lluvia ligera,mañana,completa_ok,nan,26.8,70.7,100.0
2304,2025-12-04,3,48,5,gonnet,-34.933543,-57.928158,gonnet; ringuelet; la plata; villa elisa,camioneta,13,8.83,67.9,70,81,4,24.8,0.0,11.72,212,127,85,1,30,0,nan,1,98.77,media,1,lluvia ligera,mañana,parcial,entrega parcial,27.78,67.9,98.77
2305,2025-02-08,5,5,1,melchor romero,-34.948201,-57.982471,melchor romero; los hornos; la plata,camioneta,13,5.74,44.2,68,77,8,10.9,0.61,14.86,173,44,129,2,43,0,nan,1,98.7,alta,1,despejado,mañana,parcial,reintentar mañana,22.97,44.2,98.7
2306,2025-02-05,2,5,6,ringuelet,-34.950701,-57.932214,ringuelet; tolosa,furgoneta,8,4.45,55.6,84,104,13,17.8,0.22,58.8,217,20,218,3,22,0,tráfico,2,98.08,baja,1,despejado,mañana,con_incidente,entrega parcial,32.3,55.6,98.08
2307,2025-01-11,5,1,2,joaquin gorina,-34.87233,-57.938536,joaquin gorina; ringuelet; manuel b. gonnet,camioneta,13,8.53,65.6,78,93,6,37.8,0.61,11.81,351,192,159,1,35,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,46.14,65.6,100.0
2308,2025-10-28,1,43,3,tolosa,-34.919647,-57.952113,tolosa; manuel b. gonnet; ringuelet,furgoneta,8,7.84,98.0,86,100,7,19.4,1.15,36.38,268,32,236,3,17,0,nan,0,100.0,baja,0,despejado,mañana,con_incidente,nan,32.35,98.0,100.0
2309,2025-08-25,0,34,7,tolosa,-34.925725,-57.952567,tolosa; manuel b. gonnet; villa elvira; los hornos,furgoneta,8,7.44,93.0,67,80,6,17.2,0.94,93.82,143,11,132,10,24,0,nan,0,100.0,media,0,lluvia ligera,mañana,completa_ok,nan,17.83,93.0,100.0
2310,2025-04-18,4,15,5,manuel b. gonnet,-34.922198,-57.919845,manuel b. gonnet; gonnet; ringuelet,furgoneta,8,5.77,72.1,74,89,10,18.2,0.44,14.56,179,75,104,7,22,0,nan,1,98.88,baja,1,tormenta,mañana,parcial,devolver a depósito,21.18,72.1,98.88
2311,2025-06-03,1,22,7,villa elvira,-34.889181,-57.950068,villa elvira; villa montoro; los hornos,furgoneta,8,6.65,83.1,79,92,4,18.4,0.39,10.42,268,99,118,2,22,0,nan,0,100.0,baja,0,tormenta,mañana,completa_ok,nan,26.76,83.1,100.0
2312,2025-05-21,2,20,5,villa elisa,-34.914604,-57.97552,villa elisa; city bell; joaquin gorina,camion 3.5t,18,7.96,44.2,72,93,6,21.8,2.3,15.57,278,84,194,7,29,0,nan,0,100.0,media,1,lluvia ligera,mañana,con_incidente,nan,33.61,44.2,100.0
2313,2025-08-30,5,34,2,abasto,-34.820253,-57.922958,abasto,furgoneta,8,6.58,82.2,75,89,5,29.8,0.0,68.77,219,26,193,1,23,0,nan,1,98.88,media,1,despejado,mañana,parcial,entrega parcial,28.52,82.2,98.88
2314,2025-04-07,0,14,4,la plata,-34.919774,-57.953823,la plata,camioneta,13,4.72,36.3,89,107,5,28.9,0.0,8.38,326,207,119,5,24,0,nan,2,98.13,baja,1,despejado,mañana,parcial,reintentar mañana,39.75,36.3,98.13
2315,2025-09-08,0,36,7,ringuelet,-34.94644,-57.931261,ringuelet; gonnet; manuel b. gonnet,furgoneta,8,7.84,98.0,77,89,4,15.8,1.27,10.53,227,90,137,12,20,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,29.95,98.0,100.0
2316,2025-12-05,4,48,4,ringuelet,-34.949351,-57.92835,ringuelet; gonnet,camioneta,13,10.92,84.0,78,98,6,29.3,1.11,27.9,255,63,192,8,18,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,32.82,84.0,100.0
2317,2025-09-02,1,35,7,el peligro,-34.826873,-57.915734,el peligro; lisandro olmos,camioneta,13,5.92,45.5,83,97,4,22.7,0.0,8.16,322,167,155,4,21,0,nan,0,100.0,media,1,nublado,mañana,con_incidente,nan,38.49,45.5,100.0
2318,2025-08-16,5,32,2,villa elvira,-34.88676,-57.949675,villa elvira; villa montoro; los hornos,furgoneta,8,6.25,78.1,81,96,4,16.2,2.27,6.31,277,154,123,1,20,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,35.62,78.1,100.0
2319,2025-06-30,0,26,4,los hornos,-34.918048,-57.993211,los hornos; melchor romero; lisandro olmos; abasto,camioneta,13,5.52,42.5,57,74,4,20.3,0.02,26.48,170,46,124,0,28,0,nan,1,98.65,media,1,despejado,mañana,parcial,contactar cliente,23.7,42.5,98.65
2320,2025-11-22,5,46,6,city bell,-34.874271,-57.98496,city bell; joaquin gorina; gonnet; manuel b. gonnet,camioneta,13,7.92,60.9,82,87,7,27.4,0.4,35.74,238,46,192,8,23,0,nan,2,97.7,media,1,nublado,mañana,parcial,reintentar mañana,30.82,60.9,97.7
2321,2025-03-29,5,12,6,el carmen,-34.838391,-57.901141,el carmen; berisso,camioneta,13,4.28,32.9,68,77,6,39.1,0.0,10.57,321,222,99,6,27,0,nan,0,100.0,alta,1,despejado,mañana,con_incidente,nan,41.96,32.9,100.0
2322,2025-02-10,0,6,6,berisso,-34.859239,-57.875991,berisso; el carmen; lisandro olmos,camioneta,13,6.3,48.5,84,111,4,32.3,0.59,23.93,286,81,195,4,28,1,error de direccionamiento,0,100.0,media,0,nublado,mañana,con_incidente,ruta replanificada,37.64,48.5,100.0
2323,2025-05-14,2,19,6,el peligro,-34.830269,-57.901591,el peligro,furgoneta,8,6.14,76.8,70,84,9,35.1,0.12,14.23,236,148,88,12,14,0,nan,1,98.81,media,1,tormenta,mañana,parcial,contactar cliente,30.21,76.8,98.81
2324,2025-09-11,3,36,1,tolosa,-34.918763,-57.949606,tolosa; la plata,camion 3.5t,18,6.8,37.8,70,88,2,5.3,0.0,4.3,163,74,89,2,25,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,18.28,37.8,100.0
2325,2025-03-02,6,9,7,la plata,-34.919886,-57.95599,la plata; los hornos,furgoneta,8,4.96,62.0,67,78,5,26.6,0.0,24.55,209,65,144,4,22,0,nan,0,100.0,baja,0,viento fuerte,mañana,completa_ok,nan,28.89,62.0,100.0
2326,2025-05-20,1,20,4,city bell,-34.873949,-57.980996,city bell; manuel b. gonnet,camioneta,13,6.3,48.5,86,100,3,32.9,0.59,24.68,265,80,185,0,12,0,nan,2,98.0,baja,1,tormenta,mañana,parcial,devolver a depósito,35.3,48.5,98.0
2327,2025-08-13,2,32,6,gonnet,-34.93574,-57.930251,gonnet,camioneta,13,8.07,62.1,85,99,8,18.5,0.05,17.83,182,70,135,0,25,0,nan,1,98.99,media,1,despejado,mañana,parcial,contactar cliente,24.69,62.1,98.99
2328,2025-09-23,1,38,4,villa montoro,-34.902896,-57.947456,villa montoro; villa elvira,camioneta,13,3.71,28.5,91,102,11,24.0,2.73,10.83,376,133,243,1,29,0,nan,4,96.08,media,1,nublado,mañana,parcial,contactar cliente,44.99,28.5,96.08
2329,2025-09-21,6,38,5,ringuelet,-34.9502,-57.925821,ringuelet; manuel b. gonnet,camioneta,13,8.55,65.8,60,76,1,13.7,0.79,17.41,143,51,121,5,20,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,23.36,65.8,100.0
2330,2025-12-19,4,50,7,gonnet,-34.932332,-57.925687,gonnet; city bell; joaquin gorina,camion 3.5t,18,8.42,46.8,70,88,5,17.7,1.09,17.91,206,67,174,10,17,1,error de direccionamiento,0,100.0,media,1,despejado,mañana,con_incidente,ruta replanificada,30.16,46.8,100.0
2331,2025-11-10,0,45,5,los hornos,-34.912385,-57.991569,los hornos; tolosa,camioneta,13,6.02,46.3,85,104,5,39.3,1.22,13.17,329,179,150,2,19,0,nan,0,100.0,media,0,nublado,mañana,con_incidente,nan,40.99,46.3,100.0
2332,2025-10-13,0,41,7,berisso,-34.861551,-57.871344,berisso; los talas,furgoneta,8,6.28,78.5,94,110,3,34.6,0.36,36.42,315,57,258,6,33,0,nan,1,99.09,baja,1,lluvia ligera,mañana,parcial,devolver a depósito,41.03,78.5,99.09
2333,2025-09-19,4,37,1,tolosa,-34.926274,-57.956621,tolosa; ringuelet,camion 3.5t,18,7.97,44.3,82,99,5,19.3,0.36,16.48,178,79,135,5,41,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,27.46,44.3,100.0
2334,2025-07-25,4,29,1,altos de san lorenzo,-34.920059,-57.950192,altos de san lorenzo; los hornos,furgoneta,8,6.91,86.4,70,75,3,17.1,0.26,205.2,159,5,158,0,26,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,20.22,86.4,100.0
2335,2025-01-13,0,2,7,villa elvira,-34.893253,-57.949467,villa elvira; la plata; centro,furgoneta,8,7.84,98.0,67,80,8,15.7,1.48,5.38,260,175,85,11,34,0,nan,0,100.0,baja,1,despejado,mañana,con_incidente,nan,32.62,98.0,100.0
2336,2025-10-18,5,41,3,el peligro,-34.827712,-57.908682,el peligro,furgoneta,8,7.84,98.0,79,95,8,45.4,2.69,29.29,285,93,192,11,40,0,nan,2,97.89,media,1,despejado,mañana,parcial,entrega parcial,37.62,98.0,97.89
2337,2025-01-02,3,0,6,city bell,-34.8663,-57.987112,city bell; joaquin gorina,furgoneta,8,6.79,84.9,76,87,8,28.7,0.0,21.0,257,82,175,8,28,0,nan,1,98.85,media,1,nublado,mañana,parcial,entrega parcial,31.18,84.9,98.85
2338,2025-02-06,3,5,5,gonnet,-34.933988,-57.922367,gonnet; city bell; manuel b. gonnet,camioneta,13,6.85,52.7,69,82,5,19.7,0.41,8.15,235,145,90,9,25,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,30.64,52.7,100.0
2339,2025-03-14,4,10,1,lisandro olmos,-34.802251,-57.896498,lisandro olmos; melchor romero,camion 3.5t,18,6.4,35.6,76,84,5,23.3,1.27,8.22,281,170,111,4,24,0,nan,0,100.0,alta,1,despejado,mañana,con_incidente,nan,32.79,35.6,100.0
2340,2025-06-02,0,22,2,villa elvira,-34.887415,-57.94914,villa elvira; berisso,furgoneta,8,6.1,76.2,69,84,6,24.8,0.0,13.53,193,110,83,6,26,0,nan,1,98.81,media,1,despejado,mañana,parcial,devolver a depósito,24.96,76.2,98.81
2341,2025-11-26,2,47,3,joaquin gorina,-34.869836,-57.942324,joaquin gorina; gonnet,furgoneta,8,2.85,35.6,71,88,8,19.7,0.39,17.38,260,68,192,3,16,0,nan,1,98.86,baja,1,nublado,mañana,parcial,devolver a depósito,33.34,35.6,98.86
2342,2025-11-29,5,47,4,el peligro,-34.835595,-57.908745,el peligro; abasto; gonnet,camioneta,13,9.24,71.1,87,97,5,36.9,1.76,11.78,361,188,173,0,16,0,nan,1,98.97,baja,1,despejado,mañana,parcial,devolver a depósito,42.89,71.1,98.97
2343,2025-02-22,5,7,5,la plata,-34.925315,-57.954027,la plata; los hornos,camioneta,13,9.53,73.3,87,104,7,25.8,1.83,9.11,369,170,199,12,23,0,nan,0,100.0,baja,1,nublado,mañana,con_incidente,nan,43.08,73.3,100.0
2344,2025-05-10,5,18,1,ringuelet,-34.946068,-57.927845,ringuelet; gonnet,camioneta,13,9.47,72.8,86,105,9,24.6,2.46,11.03,301,143,215,4,25,0,nan,0,100.0,alta,1,despejado,mañana,parcial,devolver a depósito,43.98,72.8,100.0
2345,2025-11-08,5,44,4,altos de san lorenzo,-34.920694,-57.953269,altos de san lorenzo; abasto; lisandro olmos; melchor romero,camioneta,13,7.93,61.0,83,98,3,12.8,0.71,14.77,257,52,205,8,30,0,nan,1,98.98,media,1,despejado,mañana,parcial,contactar cliente,32.85,61.0,98.98
2346,2025-12-12,4,49,2,villa montoro,-34.903642,-57.954001,villa montoro; los hornos; berisso,camioneta,13,3.57,27.5,79,101,3,32.3,0.0,15.63,252,124,128,1,9,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,31.5,27.5,100.0
2347,2025-05-04,6,18,4,abasto,-34.820807,-57.921,abasto,camioneta,13,9.01,69.3,74,87,2,19.9,0.48,10.29,214,116,98,6,37,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,26.86,69.3,100.0
2348,2025-12-09,1,49,5,manuel b. gonnet,-34.922136,-57.920524,manuel b. gonnet; ringuelet,camioneta,13,5.58,42.9,77,92,4,26.8,0.0,21.73,208,74,134,23,15,0,nan,2,97.83,baja,1,despejado,mañana,parcial,contactar cliente,26.26,42.9,97.83
2349,2025-02-19,2,7,5,tolosa,-34.921292,-57.955561,tolosa; manuel b. gonnet; ringuelet,furgoneta,8,4.7,58.8,71,84,3,19.4,0.02,6.92,265,190,116,3,32,0,nan,0,100.0,media,1,nublado,mañana,parcial,devolver a depósito,35.5,58.8,100.0
2350,2025-10-18,5,41,3,la plata,-34.917762,-57.956521,la plata; villa elisa,furgoneta,8,5.69,71.1,82,101,5,18.6,2.22,7.7,265,145,120,12,25,0,nan,1,99.01,baja,1,despejado,mañana,parcial,reintentar mañana,32.07,71.1,99.01
2351,2025-04-04,4,13,4,villa elisa,-34.916656,-57.977175,villa elisa; la plata; villa montoro,furgoneta,8,3.98,49.8,81,98,5,12.6,0.97,11.45,225,66,159,8,21,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,28.5,49.8,100.0
2352,2025-08-25,0,34,3,tolosa,-34.924252,-57.943983,tolosa,furgoneta,8,6.11,76.4,78,94,10,24.9,0.0,53.36,171,28,143,7,43,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,25.33,76.4,100.0
2353,2025-01-11,5,1,4,los hornos,-34.914159,-57.991439,los hornos; villa elvira,furgoneta,8,7.84,98.0,76,91,10,24.9,1.79,14.79,262,101,161,10,20,0,nan,1,98.9,media,1,nublado,mañana,parcial,contactar cliente,33.75,98.0,98.9
2354,2025-02-28,4,8,4,city bell,-34.874665,-57.979969,city bell; joaquin gorina,camioneta,13,7.13,54.8,72,84,4,38.3,2.4,108.52,197,23,195,0,27,0,clima,0,100.0,media,1,despejado,mañana,con_incidente,contactar cliente,31.99,54.8,100.0
2355,2025-04-21,0,16,7,los hornos,-34.915414,-57.992993,los hornos; melchor romero,camioneta,13,6.49,49.9,81,93,4,20.4,0.0,7.33,270,167,103,3,38,0,nan,1,98.92,baja,1,despejado,mañana,parcial,entrega parcial,31.3,49.9,98.92
2356,2025-02-05,2,5,4,villa elisa,-34.915633,-57.978704,villa elisa; city bell,camioneta,13,7.9,60.8,66,80,5,26.9,0.12,18.77,205,86,119,8,18,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,26.56,60.8,100.0
2357,2025-12-16,1,50,6,tolosa,-34.918671,-57.956203,tolosa; manuel b. gonnet,furgoneta,8,7.2,90.0,81,94,10,18.8,1.99,13.33,178,95,113,2,22,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,25.0,90.0,100.0
2358,2025-09-13,5,36,2,villa elvira,-34.891236,-57.947139,villa elvira; los hornos,camioneta,13,4.4,33.8,92,104,8,37.9,1.85,19.44,338,117,221,11,26,0,nan,0,100.0,media,0,lluvia ligera,mañana,con_incidente,nan,41.53,33.8,100.0
2359,2025-12-17,2,50,4,berisso,-34.860907,-57.87241,berisso; el carmen,camioneta,13,6.71,51.6,60,66,4,33.6,0.0,9.98,276,202,74,11,27,0,nan,1,98.48,media,1,despejado,mañana,parcial,entrega parcial,35.67,51.6,98.48
2360,2025-09-02,1,35,6,city bell,-34.874361,-57.979745,city bell; manuel b. gonnet,furgoneta,8,5.05,63.1,76,93,4,17.4,0.74,7.4,305,141,164,2,18,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,38.09,63.1,100.0
2361,2025-09-10,2,36,5,berisso,-34.857556,-57.876314,berisso; la plata; tolosa,furgoneta,8,5.42,67.8,87,103,5,34.9,0.87,16.36,322,128,194,3,19,0,nan,0,100.0,media,0,nublado,mañana,con_incidente,nan,41.51,67.8,100.0
2362,2025-09-18,3,37,4,ringuelet,-34.944379,-57.922701,ringuelet; gonnet; manuel b. gonnet,camioneta,13,3.9,30.0,51,60,3,12.8,0.0,7.76,171,99,72,3,23,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,20.79,30.0,100.0
2363,2025-02-23,6,8,3,city bell,-34.87351,-57.974246,city bell; joaquin gorina,furgoneta,8,5.23,65.4,82,98,5,17.5,0.65,9.13,306,115,191,3,26,0,nan,2,97.96,media,1,lluvia ligera,mañana,parcial,devolver a depósito,38.93,65.4,97.96
2364,2025-11-12,2,45,7,la plata,-34.919074,-57.947659,la plata; villa elisa; city bell,camion 3.5t,18,8.74,48.6,75,83,7,19.3,2.3,18.38,175,63,112,6,21,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,23.27,48.6,100.0
2365,2025-09-05,4,35,6,tolosa,-34.924204,-57.946938,tolosa; villa montoro; villa elvira,camioneta,13,5.94,45.7,81,93,4,41.4,0.23,25.61,289,97,182,18,22,1,clima,0,100.0,media,0,despejado,mañana,con_incidente,ruta replanificada,39.83,45.7,100.0
2366,2025-02-20,3,7,1,la plata,-34.917953,-57.955835,la plata; los hornos; villa elvira,camioneta,13,6.23,47.9,88,102,6,28.2,1.18,26.86,244,63,171,1,29,1,cliente ausente,0,100.0,alta,0,nublado,mañana,con_incidente,necesario repuesto,30.74,47.9,100.0
2367,2025-12-23,1,51,2,tolosa,-34.922306,-57.952694,tolosa; ringuelet; manuel b. gonnet; gonnet,camioneta,13,6.78,52.2,86,104,8,14.0,2.11,17.5,279,48,231,8,22,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,34.07,52.2,100.0
2368,2025-09-09,1,36,2,la plata,-34.919337,-57.958454,la plata; villa elisa,furgoneta,8,5.27,65.9,87,104,4,21.3,0.0,255.6,185,5,203,0,22,0,nan,1,99.04,baja,1,nublado,mañana,parcial,contactar cliente,26.22,65.9,99.04
2369,2025-11-18,1,46,1,la plata,-34.924944,-57.951337,la plata; tolosa,camioneta,13,6.26,48.2,92,111,7,22.4,0.49,16.39,298,82,216,7,30,0,nan,0,100.0,alta,0,tormenta,mañana,con_incidente,nan,38.56,48.2,100.0
2370,2025-05-05,0,18,2,gonnet,-34.936139,-57.919936,gonnet; ringuelet,furgoneta,8,3.53,44.1,83,91,7,28.8,0.92,48.0,254,36,218,11,27,0,nan,1,98.9,media,1,lluvia ligera,mañana,parcial,devolver a depósito,31.62,44.1,98.9
2371,2025-05-07,2,18,6,la plata,-34.923126,-57.956811,la plata; tolosa; manuel b. gonnet,camion 3.5t,18,5.57,30.9,79,94,5,12.5,1.72,8.43,282,89,193,5,22,0,nan,1,98.94,baja,1,despejado,mañana,parcial,reintentar mañana,32.11,30.9,98.94
2372,2025-12-29,0,52,4,el carmen,-34.841418,-57.906824,el carmen; villa san carlos; joaquin gorina,furgoneta,8,3.48,43.5,86,106,5,41.1,0.0,17.49,436,130,216,8,22,0,nan,3,97.17,media,1,despejado,mañana,parcial,contactar cliente,44.17,43.5,97.17
2373,2025-10-22,2,42,2,villa montoro,-34.900509,-57.94966,villa montoro; villa elvira; la plata; centro,furgoneta,8,5.36,67.0,93,103,8,20.4,2.62,9.79,246,125,121,1,25,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,30.4,67.0,100.0
2374,2025-10-14,1,41,7,los hornos,-34.919804,-57.988961,los hornos; la plata,camioneta,13,4.46,34.3,90,104,7,35.4,1.27,17.7,243,120,123,3,26,0,nan,0,100.0,media,0,tormenta,mañana,completa_ok,nan,32.03,34.3,100.0
2375,2025-12-08,0,49,2,villa montoro,-34.897638,-57.954006,villa montoro; los hornos; villa elvira,camion 3.5t,18,4.67,25.9,77,91,5,22.9,0.76,15.62,244,73,153,1,15,0,nan,2,97.8,baja,0,lluvia ligera,mañana,completa_ok,nan,27.1,25.9,97.8
2376,2025-08-27,2,34,1,joaquin gorina,-34.865536,-57.938902,joaquin gorina; city bell; gonnet,camioneta,13,6.37,49.0,72,83,9,17.1,0.0,27.0,214,38,176,0,7,0,nan,2,97.59,baja,1,tormenta,mañana,parcial,contactar cliente,28.23,49.0,97.59
2377,2025-02-21,4,7,2,el peligro,-34.829809,-57.916359,el peligro; lisandro olmos,furgoneta,8,6.51,81.4,92,103,8,20.7,0.7,248.4,242,5,254,2,14,0,nan,1,99.03,baja,1,viento fuerte,mañana,parcial,contactar cliente,29.83,81.4,99.03
2378,2025-07-03,3,26,6,berisso,-34.858697,-57.87838,berisso; los talas; villa montoro,camioneta,13,5.75,44.2,90,100,4,27.3,3.19,18.2,328,90,238,0,23,0,nan,1,99.0,media,1,despejado,mañana,parcial,reintentar mañana,40.09,44.2,99.0
2379,2025-08-31,6,35,1,gonnet,-34.932457,-57.92386,gonnet; city bell,camioneta,13,4.25,32.7,77,95,12,8.1,2.17,6.51,166,82,101,12,24,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,23.27,32.7,100.0
2380,2025-09-20,5,37,4,berisso,-34.85835,-57.873541,berisso; los talas,furgoneta,8,6.75,84.4,69,75,6,33.7,0.74,19.26,231,105,126,13,23,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,32.11,84.4,100.0
2381,2025-09-10,2,36,1,berisso,-34.857306,-57.875191,berisso; villa argüello,furgoneta,8,7.48,93.5,73,83,4,6.1,1.26,5.56,254,54,170,4,25,0,nan,2,97.59,media,1,despejado,mañana,con_incidente,nan,27.94,93.5,97.59
2382,2025-02-25,1,8,7,melchor romero,-34.952092,-57.9855,melchor romero; lisandro olmos,camioneta,13,6.82,52.5,82,96,4,35.9,0.0,27.97,285,77,208,4,8,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,35.89,52.5,100.0
2383,2025-01-29,2,4,6,city bell,-34.872091,-57.980221,city bell; manuel b. gonnet; abasto,camioneta,13,6.49,49.9,91,110,5,40.3,0.49,35.04,321,69,252,11,29,0,nan,2,98.18,alta,1,despejado,mañana,parcial,entrega parcial,40.42,49.9,98.18
2384,2025-04-19,5,15,4,villa elisa,-34.914093,-57.983748,villa elisa; city bell; gonnet,camioneta,13,10.87,83.6,79,93,4,22.5,0.53,22.88,265,59,206,3,30,0,nan,0,100.0,alta,0,despejado,mañana,con_incidente,nan,31.83,83.6,100.0
2385,2025-04-01,1,13,7,abasto,-34.816442,-57.917567,abasto; lisandro olmos,camion 3.5t,18,6.22,34.6,79,101,9,36.2,0.04,15.3,324,142,182,8,27,0,nan,0,100.0,alta,1,lluvia ligera,mañana,con_incidente,nan,40.7,34.6,100.0
2386,2025-04-02,2,13,3,city bell,-34.877561,-57.976567,city bell; joaquin gorina; gonnet,camioneta,13,8.83,67.9,75,86,9,13.8,1.19,8.71,262,104,177,13,38,0,nan,0,100.0,alta,1,despejado,mañana,con_incidente,nan,35.05,67.9,100.0
2387,2025-01-08,2,1,5,berisso,-34.863593,-57.88164,berisso; el peligro; lisandro olmos; altos de san lorenzo,furgoneta,8,7.84,98.0,75,85,7,38.6,0.0,10.29,338,225,113,0,17,0,nan,2,97.65,media,1,nublado,mañana,parcial,devolver a depósito,41.45,98.0,97.65
2388,2025-06-15,6,24,4,tolosa,-34.921836,-57.950792,tolosa; la plata; los hornos,furgoneta,8,4.61,57.6,88,107,6,24.4,0.0,8.66,298,169,129,19,38,0,nan,0,100.0,baja,1,nublado,mañana,con_incidente,nan,36.55,57.6,100.0
2389,2025-12-04,3,48,5,altos de san lorenzo,-34.920847,-57.952299,altos de san lorenzo; abasto,camioneta,13,6.59,50.7,79,94,6,31.7,2.28,24.38,267,78,189,1,30,0,nan,1,98.94,baja,1,despejado,mañana,parcial,contactar cliente,32.69,50.7,98.94
2390,2025-04-20,6,16,1,berisso,-34.860263,-57.876293,berisso,furgoneta,8,3.34,41.8,77,84,5,50.1,1.82,18.94,328,128,127,1,13,1,nan,4,95.24,media,1,despejado,mañana,parcial,entrega parcial,32.36,41.8,95.24
2391,2025-08-22,4,33,1,tolosa,-34.924255,-57.951167,tolosa; manuel b. gonnet; city bell,camioneta,13,6.95,53.5,77,95,9,27.0,2.15,8.8,304,184,120,1,36,0,nan,1,98.95,media,1,nublado,mañana,parcial,contactar cliente,37.76,53.5,98.95
2392,2025-10-23,3,42,6,berisso,-34.860638,-57.876367,berisso; villa argüello,camioneta,13,7.1,54.6,90,110,9,51.4,0.78,18.69,357,165,192,0,19,0,nan,3,97.27,media,1,nublado,mañana,parcial,entrega parcial,45.21,54.6,97.27
2393,2025-07-28,0,30,1,joaquin gorina,-34.86729,-57.941791,joaquin gorina; berisso; el carmen,furgoneta,8,6.92,86.5,69,81,3,32.1,0.53,17.51,238,110,128,3,31,0,nan,0,100.0,alta,0,lluvia ligera,mañana,completa_ok,nan,31.88,86.5,100.0
2394,2025-02-07,4,5,7,gonnet,-34.935371,-57.931136,gonnet; ringuelet,furgoneta,8,6.82,85.2,74,87,8,29.7,0.0,10.93,277,163,114,11,26,0,nan,0,100.0,baja,1,tormenta,mañana,con_incidente,nan,36.57,85.2,100.0
2395,2025-02-16,6,7,2,los hornos,-34.919774,-57.991019,los hornos; villa elvira; villa montoro,furgoneta,8,7.84,98.0,87,102,9,27.0,0.38,14.34,357,113,234,1,32,1,fallo mecánico,1,99.02,media,1,nublado,mañana,con_incidente,reintentar mañana,44.28,98.0,99.02
