route_id,date,weekday,week_number,driver_id,origin_barrio,lat_origin,lon_origin,barrios_recorridos,tipo_vehiculo,vehicle_capacity_m3,volumen_cargado_m3,carga_pct,n_paradas,n_paquetes,cliente_top_count,km_total,desviacion_km,velocidad_media_kmh,duracion_min,tiempo_conduccion_min,tiempo_paradas_min,tiempo_espera_deposito_min,tiempo_carga_min,n_incidentes,motivo_incidente,paquetes_no_entregados,porcentaje_entregas_exitosas,prioridad,entregas_retrasadas,clima,turno,estado_ruta,notas_logisticas,costo_est_operativo
2300,2025-01-02,3,0,4,La Plata,-34.925014,-57.955318,La Plata; Los Hornos,Camion 3.5t,18,2.86,15.9,77,92,4,34.0,0.0,51.14,196,44,184,2,18,0,nan,0,100.0,media,1,Nublado,mañana,parcial,Contactar cliente,31.82
2301,2025-10-07,1,40,2,Villa Elvira,-34.891081,-57.949721,Villa Elvira,Furgoneta,8,5.68,71.0,80,87,7,24.4,0.0,19.01,210,77,133,1,34,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,26.74
2302,2025-09-11,3,36,4,El Carmen,-34.837905,-57.900612,El Carmen; Villa San Carlos; Gonnet,Furgoneta,8,3.34,41.8,80,90,3,26.3,0.0,9.45,320,167,153,13,21,0,nan,1,98.89,media,1,Despejado,mañana,parcial,Reintentar mañana,39.66
2303,2025-09-09,1,36,1,Tolosa,-34.92267,-57.949944,Tolosa,Camioneta,13,9.19,70.7,71,81,5,17.1,0.0,17.69,215,58,157,7,29,0,nan,0,100.0,baja,0,Lluvia ligera,mañana,completa_ok,nan,26.8
2304,2025-12-04,3,48,5,Gonnet,-34.933543,-57.928158,Gonnet; Ringuelet; La Plata; Villa Elisa,Camioneta,13,8.83,67.9,70,81,4,24.8,0.0,11.72,212,127,85,1,30,0,nan,1,98.77,media,1,Lluvia ligera,mañana,parcial,Entrega parcial,27.78
2305,2025-02-08,5,5,1,Melchor Romero,-34.948201,-57.982471,Melchor Romero; Los Hornos; La Plata,Camioneta,13,5.74,44.2,68,77,8,10.9,0.61,14.86,173,44,129,2,43,0,nan,1,98.7,alta,1,Despejado,mañana,parcial,Reintentar mañana,22.97
2306,2025-02-05,2,5,6,Ringuelet,-34.950701,-57.932214,Ringuelet; Tolosa,Furgoneta,8,4.45,55.6,84,104,13,17.8,0.22,58.8,217,20,218,3,22,0,Tráfico,2,98.08,baja,1,Despejado,mañana,con_incidente,Entrega parcial,32.3
2307,2025-01-11,5,1,2,Joaquin Gorina,-34.87233,-57.938536,Joaquin Gorina; Ringuelet; Manuel B. Gonnet,Camioneta,13,8.53,65.6,78,93,6,37.8,0.61,11.81,351,192,159,1,35,0,nan,0,100.0,media,1,Despejado,mañana,con_incidente,nan,46.14
2308,2025-10-28,1,43,3,Tolosa,-34.919647,-57.952113,Tolosa; Manuel B. Gonnet; Ringuelet,Furgoneta,8,7.84,98.0,86,100,7,19.4,1.15,36.38,268,32,236,3,17,0,nan,0,100.0,baja,0,Despejado,mañana,con_incidente,nan,32.35
2309,2025-08-25,0,34,7,Tolosa,-34.925725,-57.952567,Tolosa; Manuel B. Gonnet; Villa Elvira; Los Hornos,Furgoneta,8,7.44,93.0,67,80,6,17.2,0.94,93.82,143,11,132,10,24,0,nan,0,100.0,media,0,Lluvia ligera,mañana,completa_ok,nan,17.83
2310,2025-04-18,4,15,5,Manuel B. Gonnet,-34.922198,-57.919845,Manuel B. Gonnet; Gonnet; Ringuelet,Furgoneta,8,5.77,72.1,74,89,10,18.2,0.44,14.56,179,75,104,7,22,0,nan,1,98.88,baja,1,Tormenta,mañana,parcial,Devolver a depósito,21.18
2311,2025-06-03,1,22,7,Villa Elvira,-34.889181,-57.950068,Villa Elvira; Villa Montoro; Los Hornos,Furgoneta,8,6.65,83.1,79,92,4,18.4,0.39,10.42,268,99,118,2,22,0,nan,0,100.0,baja,0,Tormenta,mañana,completa_ok,nan,26.76
2312,2025-05-21,2,20,5,Villa Elisa,-34.914604,-57.97552,Villa Elisa; City Bell; Joaquin Gorina,Camion 3.5t,18,7.96,44.2,72,93,6,21.8,2.3,15.57,278,84,194,7,29,0,nan,0,100.0,media,1,Lluvia ligera,mañana,con_incidente,nan,33.61
2313,2025-08-30,5,34,2,Abasto,-34.820253,-57.922958,Abasto,Furgoneta,8,6.58,82.2,75,89,5,29.8,0.0,68.77,219,26,193,1,23,0,nan,1,98.88,media,1,Despejado,mañana,parcial,Entrega parcial,28.52
2314,2025-04-07,0,14,4,La Plata,-34.919774,-57.953823,La Plata,Camioneta,13,4.72,36.3,89,107,5,28.9,0.0,8.38,326,207,119,5,24,0,nan,2,98.13,baja,1,Despejado,mañana,parcial,Reintentar mañana,39.75
2315,2025-09-08,0,36,7,Ringuelet,-34.94644,-57.931261,Ringuelet; Gonnet; Manuel B. Gonnet,Furgoneta,8,7.84,98.0,77,89,4,15.8,1.27,10.53,227,90,137,12,20,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,29.95
2316,2025-12-05,4,48,4,Ringuelet,-34.949351,-57.92835,Ringuelet; Gonnet,Camioneta,13,10.92,84.0,78,98,6,29.3,1.11,27.9,255,63,192,8,18,0,nan,0,100.0,alta,0,Despejado,mañana,completa_ok,nan,32.82
2317,2025-09-02,1,35,7,El Peligro,-34.826873,-57.915734,El Peligro; Lisandro Olmos,Camioneta,13,5.92,45.5,83,97,4,22.7,0.0,8.16,322,167,155,4,21,0,nan,0,100.0,media,1,Nublado,mañana,con_incidente,nan,38.49
2318,2025-08-16,5,32,2,Villa Elvira,-34.88676,-57.949675,Villa Elvira; Villa Montoro; Los Hornos,Furgoneta,8,6.25,78.1,81,96,4,16.2,2.27,6.31,277,154,123,1,20,0,nan,0,100.0,media,1,Despejado,mañana,con_incidente,nan,35.62
2319,2025-06-30,0,26,4,Los Hornos,-34.918048,-57.993211,Los Hornos; Melchor Romero; Lisandro Olmos; Abasto,Camioneta,13,5.52,42.5,57,74,4,20.3,0.02,26.48,170,46,124,0,28,0,nan,1,98.65,media,1,Despejado,mañana,parcial,Contactar cliente,23.7
2320,2025-11-22,5,46,6,City Bell,-34.874271,-57.98496,City Bell; Joaquin Gorina; Gonnet; Manuel B. Gonnet,Camioneta,13,7.92,60.9,82,87,7,27.4,0.4,35.74,238,46,192,8,23,0,nan,2,97.7,media,1,Nublado,mañana,parcial,Reintentar mañana,30.82
2321,2025-03-29,5,12,6,El Carmen,-34.838391,-57.901141,El Carmen; Berisso,Camioneta,13,4.28,32.9,68,77,6,39.1,0.0,10.57,321,222,99,6,27,0,nan,0,100.0,alta,1,Despejado,mañana,con_incidente,nan,41.96
2322,2025-02-10,0,6,6,Berisso,-34.859239,-57.875991,Berisso; El Carmen; Lisandro Olmos,Camioneta,13,6.3,48.5,84,111,4,32.3,0.59,23.93,286,81,195,4,28,1,Error de direccionamiento,0,100.0,media,0,Nublado,mañana,con_incidente,Ruta replanificada,37.64
2323,2025-05-14,2,19,6,El Peligro,-34.830269,-57.901591,El Peligro,Furgoneta,8,6.14,76.8,70,84,9,35.1,0.12,14.23,236,148,88,12,14,0,nan,1,98.81,media,1,Tormenta,mañana,parcial,Contactar cliente,30.21
2324,2025-09-11,3,36,1,Tolosa,-34.918763,-57.949606,Tolosa; La Plata,Camion 3.5t,18,6.8,37.8,70,88,2,5.3,0.0,4.3,163,74,89,2,25,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,18.28
2325,2025-03-02,6,9,7,La Plata,-34.919886,-57.95599,La Plata; Los Hornos,Furgoneta,8,4.96,62.0,67,78,5,26.6,0.0,24.55,209,65,144,4,22,0,nan,0,100.0,baja,0,Viento fuerte,mañana,completa_ok,nan,28.89
2326,2025-05-20,1,20,4,City Bell,-34.873949,-57.980996,City Bell; Manuel B. Gonnet,Camioneta,13,6.3,48.5,86,100,3,32.9,0.59,24.68,265,80,185,0,12,0,nan,2,98.0,baja,1,Tormenta,mañana,parcial,Devolver a depósito,35.3
2327,2025-08-13,2,32,6,Gonnet,-34.93574,-57.930251,Gonnet,Camioneta,13,8.07,62.1,85,99,8,18.5,0.05,17.83,182,70,135,0,25,0,nan,1,98.99,media,1,Despejado,mañana,parcial,Contactar cliente,24.69
2328,2025-09-23,1,38,4,Villa Montoro,-34.902896,-57.947456,Villa Montoro; Villa Elvira,Camioneta,13,3.71,28.5,91,102,11,24.0,2.73,10.83,376,133,243,1,29,0,nan,4,96.08,media,1,Nublado,mañana,parcial,Contactar cliente,44.99
2329,2025-09-21,6,38,5,Ringuelet,-34.9502,-57.925821,Ringuelet; Manuel B. Gonnet,Camioneta,13,8.55,65.8,60,76,1,13.7,0.79,17.41,143,51,121,5,20,0,nan,0,100.0,baja,0,Despejado,mañana,completa_ok,nan,23.36
2330,2025-12-19,4,50,7,Gonnet,-34.932332,-57.925687,Gonnet; City Bell; Joaquin Gorina,Camion 3.5t,18,8.42,46.8,70,88,5,17.7,1.09,17.91,206,67,174,10,17,1,Error de direccionamiento,0,100.0,media,1,Despejado,mañana,con_incidente,Ruta replanificada,30.16
2331,2025-11-10,0,45,5,Los Hornos,-34.912385,-57.991569,Los Hornos; Tolosa,Camioneta,13,6.02,46.3,85,104,5,39.3,1.22,13.17,329,179,150,2,19,0,nan,0,100.0,media,0,Nublado,mañana,con_incidente,nan,40.99
2332,2025-10-13,0,41,7,Berisso,-34.861551,-57.871344,Berisso; Los Talas,Furgoneta,8,6.28,78.5,94,110,3,34.6,0.36,36.42,315,57,258,6,33,0,nan,1,99.09,baja,1,Lluvia ligera,mañana,parcial,Devolver a depósito,41.03
2333,2025-09-19,4,37,1,Tolosa,-34.926274,-57.956621,Tolosa; Ringuelet,Camion 3.5t,18,7.97,44.3,82,99,5,19.3,0.36,16.48,178,79,135,5,41,0,nan,0,100.0,baja,0,Despejado,mañana,completa_ok,nan,27.46
2334,2025-07-25,4,29,1,Altos de San Lorenzo,-34.920059,-57.950192,Altos de San Lorenzo; Los Hornos,Furgoneta,8,6.91,86.4,70,75,3,17.1,0.26,205.2,159,5,158,0,26,0,nan,0,100.0,media,0,Nublado,mañana,completa_ok,nan,20.22
2335,2025-01-13,0,2,7,Villa Elvira,-34.893253,-57.949467,Villa Elvira; La Plata; Centro,Furgoneta,8,7.84,98.0,67,80,8,15.7,1.48,5.38,260,175,85,11,34,0,nan,0,100.0,baja,1,Despejado,mañana,con_incidente,nan,32.62
2336,2025-10-18,5,41,3,El Peligro,-34.827712,-57.908682,El Peligro,Furgoneta,8,7.84,98.0,79,95,8,45.4,2.69,29.29,285,93,192,11,40,0,nan,2,97.89,media,1,Despejado,mañana,parcial,Entrega parcial,37.62
2337,2025-01-02,3,0,6,City Bell,-34.8663,-57.987112,City Bell; Joaquin Gorina,Furgoneta,8,6.79,84.9,76,87,8,28.7,0.0,21.0,257,82,175,8,28,0,nan,1,98.85,media,1,Nublado,mañana,parcial,Entrega parcial,31.18
2338,2025-02-06,3,5,5,Gonnet,-34.933988,-57.922367,Gonnet; City Bell; Manuel B. Gonnet,Camioneta,13,6.85,52.7,69,82,5,19.7,0.41,8.15,235,145,90,9,25,0,nan,0,100.0,media,1,Despejado,mañana,con_incidente,nan,30.64
2339,2025-03-14,4,10,1,Lisandro Olmos,-34.802251,-57.896498,Lisandro Olmos; Melchor Romero,Camion 3.5t,18,6.4,35.6,76,84,5,23.3,1.27,8.22,281,170,111,4,24,0,nan,0,100.0,alta,1,Despejado,mañana,con_incidente,nan,32.79
2340,2025-06-02,0,22,2,Villa Elvira,-34.887415,-57.94914,Villa Elvira; Berisso,Furgoneta,8,6.1,76.2,69,84,6,24.8,0.0,13.53,193,110,83,6,26,0,nan,1,98.81,media,1,Despejado,mañana,parcial,Devolver a depósito,24.96
2341,2025-11-26,2,47,3,Joaquin Gorina,-34.869836,-57.942324,Joaquin Gorina; Gonnet,Furgoneta,8,2.85,35.6,71,88,8,19.7,0.39,17.38,260,68,192,3,16,0,nan,1,98.86,baja,1,Nublado,mañana,parcial,Devolver a depósito,33.34
2342,2025-11-29,5,47,4,El Peligro,-34.835595,-57.908745,El Peligro; Abasto; Gonnet,Camioneta,13,9.24,71.1,87,97,5,36.9,1.76,11.78,361,188,173,0,16,0,nan,1,98.97,baja,1,Despejado,mañana,parcial,Devolver a depósito,42.89
2343,2025-02-22,5,7,5,La Plata,-34.925315,-57.954027,La Plata; Los Hornos,Camioneta,13,9.53,73.3,87,104,7,25.8,1.83,9.11,369,170,199,12,23,0,nan,0,100.0,baja,1,Nublado,mañana,con_incidente,nan,43.08
2344,2025-05-10,5,18,1,Ringuelet,-34.946068,-57.927845,Ringuelet; Gonnet,Camioneta,13,9.47,72.8,86,105,9,24.6,2.46,11.03,301,143,215,4,25,0,nan,0,100.0,alta,1,Despejado,mañana,parcial,Devolver a depósito,43.98
2345,2025-11-08,5,44,4,Altos de San Lorenzo,-34.920694,-57.953269,Altos de San Lorenzo; Abasto; Lisandro Olmos; Melchor Romero,Camioneta,13,7.93,61.0,83,98,3,12.8,0.71,14.77,257,52,205,8,30,0,nan,1,98.98,media,1,Despejado,mañana,parcial,Contactar cliente,32.85
2346,2025-12-12,4,49,2,Villa Montoro,-34.903642,-57.954001,Villa Montoro; Los Hornos; Berisso,Camioneta,13,3.57,27.5,79,101,3,32.3,0.0,15.63,252,124,128,1,9,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,31.5
2347,2025-05-04,6,18,4,Abasto,-34.820807,-57.921,Abasto,Camioneta,13,9.01,69.3,74,87,2,19.9,0.48,10.29,214,116,98,6,37,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,26.86
2348,2025-12-09,1,49,5,Manuel B. Gonnet,-34.922136,-57.920524,Manuel B. Gonnet; Ringuelet,Camioneta,13,5.58,42.9,77,92,4,26.8,0.0,21.73,208,74,134,23,15,0,nan,2,97.83,baja,1,Despejado,mañana,parcial,Contactar cliente,26.26
2349,2025-02-19,2,7,5,Tolosa,-34.921292,-57.955561,Tolosa; Manuel B. Gonnet; Ringuelet,Furgoneta,8,4.7,58.8,71,84,3,19.4,0.02,6.92,265,190,116,3,32,0,nan,0,100.0,media,1,Nublado,mañana,parcial,Devolver a depósito,35.5
2350,2025-10-18,5,41,3,La Plata,-34.917762,-57.956521,La Plata; Villa Elisa,Furgoneta,8,5.69,71.1,82,101,5,18.6,2.22,7.7,265,145,120,12,25,0,nan,1,99.01,baja,1,Despejado,mañana,parcial,Reintentar mañana,32.07
2351,2025-04-04,4,13,4,Villa Elisa,-34.916656,-57.977175,Villa Elisa; La Plata; Villa Montoro,Furgoneta,8,3.98,49.8,81,98,5,12.6,0.97,11.45,225,66,159,8,21,0,nan,0,100.0,baja,0,Despejado,mañana,completa_ok,nan,28.5
2352,2025-08-25,0,34,3,Tolosa,-34.924252,-57.943983,Tolosa,Furgoneta,8,6.11,76.4,78,94,10,24.9,0.0,53.36,171,28,143,7,43,0,nan,0,100.0,media,0,Nublado,mañana,completa_ok,nan,25.33
2353,2025-01-11,5,1,4,Los Hornos,-34.914159,-57.991439,Los Hornos; Villa Elvira,Furgoneta,8,7.84,98.0,76,91,10,24.9,1.79,14.79,262,101,161,10,20,0,nan,1,98.9,media,1,Nublado,mañana,parcial,Contactar cliente,33.75
2354,2025-02-28,4,8,4,City Bell,-34.874665,-57.979969,City Bell; Joaquin Gorina,Camioneta,13,7.13,54.8,72,84,4,38.3,2.4,108.52,197,23,195,0,27,0,Clima,0,100.0,media,1,Despejado,mañana,con_incidente,Contactar cliente,31.99
2355,2025-04-21,0,16,7,Los Hornos,-34.915414,-57.992993,Los Hornos; Melchor Romero,Camioneta,13,6.49,49.9,81,93,4,20.4,0.0,7.33,270,167,103,3,38,0,nan,1,98.92,baja,1,Despejado,mañana,parcial,Entrega parcial,31.3
2356,2025-02-05,2,5,4,Villa Elisa,-34.915633,-57.978704,Villa Elisa; City Bell,Camioneta,13,7.9,60.8,66,80,5,26.9,0.12,18.77,205,86,119,8,18,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,26.56
2357,2025-12-16,1,50,6,Tolosa,-34.918671,-57.956203,Tolosa; Manuel B. Gonnet,Furgoneta,8,7.2,90.0,81,94,10,18.8,1.99,13.33,178,95,113,2,22,0,nan,0,100.0,media,0,Nublado,mañana,completa_ok,nan,25.0
2358,2025-09-13,5,36,2,Villa Elvira,-34.891236,-57.947139,Villa Elvira; Los Hornos,Camioneta,13,4.4,33.8,92,104,8,37.9,1.85,19.44,338,117,221,11,26,0,nan,0,100.0,media,0,Lluvia ligera,mañana,con_incidente,nan,41.53
2359,2025-12-17,2,50,4,Berisso,-34.860907,-57.87241,Berisso; El Carmen,Camioneta,13,6.71,51.6,60,66,4,33.6,0.0,9.98,276,202,74,11,27,0,nan,1,98.48,media,1,Despejado,mañana,parcial,Entrega parcial,35.67
2360,2025-09-02,1,35,6,City Bell,-34.874361,-57.979745,City Bell; Manuel B. Gonnet,Furgoneta,8,5.05,63.1,76,93,4,17.4,0.74,7.4,305,141,164,2,18,0,nan,0,100.0,media,1,Despejado,mañana,con_incidente,nan,38.09
2361,2025-09-10,2,36,5,Berisso,-34.857556,-57.876314,Berisso; La Plata; Tolosa,Furgoneta,8,5.42,67.8,87,103,5,34.9,0.87,16.36,322,128,194,3,19,0,nan,0,100.0,media,0,Nublado,mañana,con_incidente,nan,41.51
2362,2025-09-18,3,37,4,Ringuelet,-34.944379,-57.922701,Ringuelet; Gonnet; Manuel B. Gonnet,Camioneta,13,3.9,30.0,51,60,3,12.8,0.0,7.76,171,99,72,3,23,0,nan,0,100.0,media,1,Despejado,mañana,con_incidente,nan,20.79
2363,2025-02-23,6,8,3,City Bell,-34.87351,-57.974246,City Bell; Joaquin Gorina,Furgoneta,8,5.23,65.4,82,98,5,17.5,0.65,9.13,306,115,191,3,26,0,nan,2,97.96,media,1,Lluvia ligera,mañana,parcial,Devolver a depósito,38.93
2364,2025-11-12,2,45,7,La Plata,-34.919074,-57.947659,La Plata; Villa Elisa; City Bell,Camion 3.5t,18,8.74,48.6,75,83,7,19.3,2.3,18.38,175,63,112,6,21,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,23.27
2365,2025-09-05,4,35,6,Tolosa,-34.924204,-57.946938,Tolosa; Villa Montoro; Villa Elvira,Camioneta,13,5.94,45.7,81,93,4,41.4,0.23,25.61,289,97,182,18,22,1,Clima,0,100.0,media,0,Despejado,mañana,con_incidente,Ruta replanificada,39.83
2366,2025-02-20,3,7,1,La Plata,-34.917953,-57.955835,La Plata; Los Hornos; Villa Elvira,Camioneta,13,6.23,47.9,88,102,6,28.2,1.18,26.86,244,63,171,1,29,1,Cliente ausente,0,100.0,alta,0,Nublado,mañana,con_incidente,Necesario repuesto,30.74
2367,2025-12-23,1,51,2,Tolosa,-34.922306,-57.952694,Tolosa; Ringuelet; Manuel B. Gonnet; Gonnet,Camioneta,13,6.78,52.2,86,104,8,14.0,2.11,17.5,279,48,231,8,22,0,nan,0,100.0,media,1,Despejado,mañana,con_incidente,nan,34.07
2368,2025-09-09,1,36,2,La Plata,-34.919337,-57.958454,La Plata; Villa Elisa,Furgoneta,8,5.27,65.9,87,104,4,21.3,0.0,255.6,185,5,203,0,22,0,nan,1,99.04,baja,1,Nublado,mañana,parcial,Contactar cliente,26.22
2369,2025-11-18,1,46,1,La Plata,-34.924944,-57.951337,La Plata; Tolosa,Camioneta,13,6.26,48.2,92,111,7,22.4,0.49,16.39,298,82,216,7,30,0,nan,0,100.0,alta,0,Tormenta,mañana,con_incidente,nan,38.56
2370,2025-05-05,0,18,2,Gonnet,-34.936139,-57.919936,Gonnet; Ringuelet,Furgoneta,8,3.53,44.1,83,91,7,28.8,0.92,48.0,254,36,218,11,27,0,nan,1,98.9,media,1,Lluvia ligera,mañana,parcial,Devolver a depósito,31.62
2371,2025-05-07,2,18,6,La Plata,-34.923126,-57.956811,La Plata; Tolosa; Manuel B. Gonnet,Camion 3.5t,18,5.57,30.9,79,94,5,12.5,1.72,8.43,282,89,193,5,22,0,nan,1,98.94,baja,1,Despejado,mañana,parcial,Reintentar mañana,32.11
2372,2025-12-29,0,52,4,El Carmen,-34.841418,-57.906824,El Carmen; Villa San Carlos; Joaquin Gorina,Furgoneta,8,3.48,43.5,86,106,5,41.1,0.0,17.49,436,130,216,8,22,0,nan,3,97.17,media,1,Despejado,mañana,parcial,Contactar cliente,44.17
2373,2025-10-22,2,42,2,Villa Montoro,-34.900509,-57.94966,Villa Montoro; Villa Elvira; La Plata; Centro,Furgoneta,8,5.36,67.0,93,103,8,20.4,2.62,9.79,246,125,121,1,25,0,nan,0,100.0,media,0,Despejado,mañana,completa_ok,nan,30.4
2374,2025-10-14,1,41,7,Los Hornos,-34.919804,-57.988961,Los Hornos; La Plata,Camioneta,13,4.46,34.3,90,104,7,35.4,1.27,17.7,243,120,123,3,26,0,nan,0,100.0,media,0,Tormenta,mañana,completa_ok,nan,32.03
2375,2025-12-08,0,49,2,Villa Montoro,-34.897638,-57.954006,Villa Montoro; Los Hornos; Villa Elvira,Camion 3.5t,18,4.67,25.9,77,91,5,22.9,0.76,15.62,244,73,153,1,15,0,nan,2,97.8,baja,0,Lluvia ligera,mañana,completa_ok,nan,27.1
2376,2025-08-27,2,34,1,Joaquin Gorina,-34.865536,-57.938902,Joaquin Gorina; City Bell; Gonnet,Camioneta,13,6.37,49.0,72,83,9,17.1,0.0,27.0,214,38,176,0,7,0,nan,2,97.59,baja,1,Tormenta,mañana,parcial,Contactar cliente,28.23
2377,2025-02-21,4,7,2,El Peligro,-34.829809,-57.916359,El Peligro; Lisandro Olmos,Furgoneta,8,6.51,81.4,92,103,8,20.7,0.7,248.4,242,5,254,2,14,0,nan,1,99.03,baja,1,Viento fuerte,mañana,parcial,Contactar cliente,29.83
2378,2025-07-03,3,26,6,Berisso,-34.858697,-57.87838,Berisso; Los Talas; Villa Montoro,Camioneta,13,5.75,44.2,90,100,4,27.3,3.19,18.2,328,90,238,0,23,0,nan,1,99.0,media,1,Despejado,mañana,parcial,Reintentar mañana,40.09
2379,2025-08-31,6,35,1,Gonnet,-34.932457,-57.92386,Gonnet; City Bell,Camioneta,13,4.25,32.7,77,95,12,8.1,2.17,6.51,166,82,101,12,24,0,nan,0,100.0,media,0,Nublado,mañana,completa_ok,nan,23.27
2380,2025-09-20,5,37,4,Berisso,-34.85835,-57.873541,Berisso; Los Talas,Furgoneta,8,6.75,84.4,69,75,6,33.7,0.74,19.26,231,105,126,13,23,0,nan,0,100.0,alta,0,Despejado,mañana,completa_ok,nan,32.11
2381,2025-09-10,2,36,1,Berisso,-34.857306,-57.875191,Berisso; Villa Argüello,Furgoneta,8,7.48,93.5,73,83,4,6.1,1.26,5.56,254,54,170,4,25,0,nan,2,97.59,media,1,Despejado,mañana,con_incidente,nan,27.94
2382,2025-02-25,1,8,7,Melchor Romero,-34.952092,-57.9855,Melchor Romero; Lisandro Olmos,Camioneta,13,6.82,52.5,82,96,4,35.9,0.0,27.97,285,77,208,4,8,0,nan,0,100.0,baja,0,Despejado,mañana,completa_ok,nan,35.89
2383,2025-01-29,2,4,6,City Bell,-34.872091,-57.980221,City Bell; Manuel B. Gonnet; Abasto,Camioneta,13,6.49,49.9,91,110,5,40.3,0.49,35.04,321,69,252,11,29,0,nan,2,98.18,alta,1,Despejado,mañana,parcial,Entrega parcial,40.42
2384,2025-04-19,5,15,4,Villa Elisa,-34.914093,-57.983748,Villa Elisa; City Bell; Gonnet,Camioneta,13,10.87,83.6,79,93,4,22.5,0.53,22.88,265,59,206,3,30,0,nan,0,100.0,alta,0,Despejado,mañana,con_incidente,nan,31.83
2385,2025-04-01,1,13,7,Abasto,-34.816442,-57.917567,Abasto; Lisandro Olmos,Camion 3.5t,18,6.22,34.6,79,101,9,36.2,0.04,15.3,324,142,182,8,27,0,nan,0,100.0,alta,1,Lluvia ligera,mañana,con_incidente,nan,40.7
2386,2025-04-02,2,13,3,City Bell,-34.877561,-57.976567,City Bell; Joaquin Gorina; Gonnet,Camioneta,13,8.83,67.9,75,86,9,13.8,1.19,8.71,262,104,177,13,38,0,nan,0,100.0,alta,1,Despejado,mañana,con_incidente,nan,35.05
2387,2025-01-08,2,1,5,Berisso,-34.863593,-57.88164,Berisso; El Peligro; Lisandro Olmos; Altos de San Lorenzo,Furgoneta,8,7.84,98.0,75,85,7,38.6,0.0,10.29,338,225,113,0,17,0,nan,2,97.65,media,1,Nublado,mañana,parcial,Devolver a depósito,41.45
2388,2025-06-15,6,24,4,Tolosa,-34.921836,-57.950792,Tolosa; La Plata; Los Hornos,Furgoneta,8,4.61,57.6,88,107,6,24.4,0.0,8.66,298,169,129,19,38,0,nan,0,100.0,baja,1,Nublado,mañana,con_incidente,nan,36.55
2389,2025-12-04,3,48,5,Altos de San Lorenzo,-34.920847,-57.952299,Altos de San Lorenzo; Abasto,Camioneta,13,6.59,50.7,79,94,6,31.7,2.28,24.38,267,78,189,1,30,0,nan,1,98.94,baja,1,Despejado,mañana,parcial,Contactar cliente,32.69
2390,2025-04-20,6,16,1,Berisso,-34.860263,-57.876293,Berisso,Furgoneta,8,3.34,41.8,77,84,5,50.1,1.82,18.94,328,128,127,1,13,1,nan,4,95.24,media,1,Despejado,mañana,parcial,Entrega parcial,32.36
2391,2025-08-22,4,33,1,Tolosa,-34.924255,-57.951167,Tolosa; Manuel B. Gonnet; City Bell,Camioneta,13,6.95,53.5,77,95,9,27.0,2.15,8.8,304,184,120,1,36,0,nan,1,98.95,media,1,Nublado,mañana,parcial,Contactar cliente,37.76
2392,2025-10-23,3,42,6,Berisso,-34.860638,-57.876367,Berisso; Villa Argüello,Camioneta,13,7.1,54.6,90,110,9,51.4,0.78,18.69,357,165,192,0,19,0,nan,3,97.27,media,1,Nublado,mañana,parcial,Entrega parcial,45.21
2393,2025-07-28,0,30,1,Joaquin Gorina,-34.86729,-57.941791,Joaquin Gorina; Berisso; El Carmen,Furgoneta,8,6.92,86.5,69,81,3,32.1,0.53,17.51,238,110,128,3,31,0,nan,0,100.0,alta,0,Lluvia ligera,mañana,completa_ok,nan,31.88
2394,2025-02-07,4,5,7,Gonnet,-34.935371,-57.931136,Gonnet; Ringuelet,Furgoneta,8,6.82,85.2,74,87,8,29.7,0.0,10.93,277,163,114,11,26,0,nan,0,100.0,baja,1,Tormenta,mañana,con_incidente,nan,36.57
2395,2025-02-16,6,7,2,Los Hornos,-34.919774,-57.991019,Los Hornos; Villa Elvira; Villa Montoro,Furgoneta,8,7.84,98.0,87,102,9,27.0,0.38,14.34,357,113,234,1,32,1,Fallo mecánico,1,99.02,media,1,Nublado,mañana,con_incidente,Reintentar mañana,44.28
2396,2025-12-20,5,50,5,Gonnet,-34.933354,-57.919228,Gonnet; Manuel B. Gonnet; City Bell,Camioneta,13,10.2,78.5,79,92,3,13.5,0.0,13.28,262,61,201,5,18,0,nan,0,100.0,baja,1,Despejado,mañana,con_incidente,nan,30.52
2397,2025-05-18,6,20,2,Ringuelet,-34.948118,-57.928362,Ringuelet; Gonnet; Manuel B. Gonnet,Camioneta,13,7.64,58.8,68,78,2,24.1,0.97,7.57,294,191,103,14,17,0,nan,1,98.72,media,1,Despejado,mañana,parcial,Reintentar mañana,35.93
2398,2025-11-15,5,45,3,Gonnet,-34.933711,-57.92051,Gonnet; Manuel B. Gonnet; City Bell,Furgoneta,8,7.84,98.0,90,96,7,33.1,2.11,19.86,319,100,219,9,35,0,nan,0,100.0,media,0,Tormenta,mañana,con_incidente,nan,39.82
2399,2025-09-15,0,37,3,Villa Elisa,-34.909319,-57.980245,Villa Elisa; City Bell,Furgoneta,8,7.18,89.8,80,87,6,26.7,0.68,28.11,279,57,222,10,25,0,nan,0,100.0,alta,0,Tormenta,mañana,con_incidente,nan,34.73
