route_id,date,weekday,week_number,driver_id,origin_barrio,lat_origin,lon_origin,barrios_recorridos,tipo_vehiculo,vehicle_capacity_m3,volumen_cargado_m3,carga_pct,n_paradas,n_paquetes,cliente_top_count,km_total,desviacion_km,velocidad_media_kmh,duracion_min,tiempo_conduccion_min,tiempo_paradas_min,tiempo_espera_deposito_min,tiempo_carga_min,n_incidentes,motivo_incidente,paquetes_no_entregados,porcentaje_entregas_exitosas,prioridad,entregas_retrasadas,clima,turno,estado_ruta,notas_logisticas,costo_est_operativo,eficiencia_carga_pct,eficiencia_tiempo_pct,costo_por_km,costo_por_paquete
2247,2025-12-06,5,48,1,Tolosa,-34.921984,-57.951444,Tolosa; La Plata,Furgoneta,8,7.84,98.0,80,100,4,11.7,0.1,18.62,127,39,110,9,25,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,17.99,98.0,30.708661417322837,1.5376068376068375,0.17989999999999998
2248,2025-05-15,3,19,1,Villa Montoro,-34.898719,-57.950327,Villa Montoro; Los Hornos; Gonnet; Manuel B. Gonnet,Camioneta,13,8.8,67.7,73,86,13,22.5,1.99,55.43,268,21,192,14,29,0,,2,97.67,alta,0,Nublado,mañana,completa_ok,,28.44,67.6923076923077,7.835820895522389,1.264,0.33069767441860465
2249,2025-08-07,3,31,4,Lisandro Olmos,-34.79461,-57.906923,Lisandro Olmos; Abasto; Berisso; El Carmen,Furgoneta,8,3.95,49.4,93,112,8,36.9,0.6,14.76,293,150,143,2,15,0,,1,99.11,media,1,Nublado,mañana,parcial,Contactar cliente,36.23,49.375,51.19453924914675,0.9818428184281842,0.32348214285714283
2250,2025-02-28,4,8,3,Ringuelet,-34.943756,-57.92843,Ringuelet; Tolosa; Manuel B. Gonnet; Gonnet,Furgoneta,8,3.61,45.1,75,85,7,16.6,0.0,17.47,210,57,153,5,23,0,,0,100.0,media,0,Lluvia ligera,mañana,completa_ok,,27.26,45.125,27.142857142857142,1.6421686746987951,0.3207058823529412
2251,2025-08-02,5,30,2,Tolosa,-34.92334,-57.948281,Tolosa; Manuel B. Gonnet; Ringuelet,Furgoneta,8,5.5,68.8,74,90,7,25.8,0.45,15.64,209,99,110,3,38,0,,0,100.0,baja,0,Nublado,mañana,completa_ok,,28.03,68.75,47.368421052631575,1.0864341085271318,0.31144444444444447
2252,2025-10-03,4,39,3,La Plata,-34.918893,-57.952943,La Plata; Tolosa,Furgoneta,8,7.42,92.8,80,92,5,26.7,2.09,9.89,312,162,150,0,19,0,,2,97.83,media,1,Nublado,mañana,parcial,Contactar cliente,38.98,92.75,51.92307692307693,1.4599250936329586,0.42369565217391303
2253,2025-11-13,3,45,5,Joaquin Gorina,-34.869614,-57.936227,Joaquin Gorina; Gonnet,Furgoneta,8,6.16,77.0,78,94,6,36.5,0.77,9.86,362,222,140,5,26,0,,0,100.0,alta,1,Despejado,mañana,con_incidente,,44.51,77.0,61.32596685082873,1.2194520547945205,0.4735106382978723
2254,2025-09-10,2,36,6,City Bell,-34.8701,-57.981572,City Bell; Joaquin Gorina; Gonnet,Furgoneta,8,2.39,29.9,69,78,4,6.5,0.0,10.26,225,38,187,6,26,0,,1,98.72,media,1,Despejado,mañana,parcial,Entrega parcial,28.13,29.875,16.88888888888889,4.327692307692308,0.3606410256410256
2255,2025-11-14,4,45,3,Berisso,-34.862067,-57.875787,Berisso; Villa Argüello; Ringuelet,Camioneta,13,11.01,84.7,77,93,6,38.4,2.94,14.39,396,138,170,1,29,0,,2,97.85,baja,1,Despejado,mañana,parcial,Devolver a depósito,40.02,84.6923076923077,34.84848484848485,1.0421875,0.4303225806451613
2256,2025-02-21,4,7,5,El Peligro,-34.8295,-57.908646,El Peligro; Lisandro Olmos,Camion 3.5t,18,5.41,30.1,85,105,9,43.2,2.12,18.78,342,138,204,8,23,0,,0,100.0,alta,0,Despejado,mañana,con_incidente,,45.12,30.055555555555557,40.35087719298245,1.0444444444444443,0.4297142857142857
2257,2025-01-12,6,2,4,Tolosa,-34.916712,-57.956971,Tolosa; Ringuelet,Furgoneta,8,7.5,93.8,80,97,13,19.1,1.11,13.17,260,87,173,16,23,0,,3,96.91,media,1,Nublado,mañana,parcial,Entrega parcial,30.26,93.75,33.46153846153846,1.5842931937172775,0.31195876288659796
2258,2025-07-15,1,28,1,Berisso,-34.855617,-57.870355,Berisso; El Carmen,Camioneta,13,7.82,60.2,74,84,2,37.1,0.0,9.31,371,239,132,8,26,0,,0,100.0,baja,1,Nublado,mañana,con_incidente,,46.72,60.15384615384616,64.42048517520216,1.259299191374663,0.5561904761904761
2259,2025-08-18,0,33,6,City Bell,-34.876538,-57.978852,City Bell; Gonnet,Furgoneta,8,7.84,98.0,73,91,4,18.3,3.35,19.26,193,57,136,13,21,0,,1,98.9,baja,1,Lluvia ligera,mañana,parcial,Devolver a depósito,23.76,98.0,29.533678756476682,1.298360655737705,0.2610989010989011
2260,2025-06-17,1,24,4,Villa Montoro,-34.900255,-57.946845,Villa Montoro; Los Hornos,Camioneta,13,9.14,70.3,79,103,4,26.6,0.55,16.98,291,94,187,0,17,1,Cliente ausente,2,98.06,baja,1,Nublado,mañana,con_incidente,Entrega parcial,36.46,70.30769230769232,32.302405498281786,1.3706766917293232,0.35398058252427184
2261,2025-09-17,2,37,7,Villa Elvira,-34.893378,-57.948857,Villa Elvira; Villa Montoro,Camioneta,13,6.58,50.6,80,90,5,14.2,0.0,170.4,151,5,148,5,29,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,20.66,50.61538461538462,3.3112582781456954,1.4549295774647888,0.22955555555555557
2262,2025-10-19,6,42,3,Berisso,-34.863149,-57.879971,Berisso; El Carmen; Villa San Carlos,Furgoneta,8,2.94,36.8,89,102,10,52.4,1.52,12.72,386,216,139,6,26,1,,3,97.06,media,1,Nublado,mañana,parcial,Devolver a depósito,44.88,36.75,55.95854922279793,0.8564885496183207,0.44
2263,2025-03-08,5,9,1,Gonnet,-34.937485,-57.925427,Gonnet; Ringuelet,Furgoneta,8,7.07,88.4,64,77,4,27.4,1.53,15.96,252,103,149,2,9,0,,1,98.7,baja,1,Despejado,mañana,parcial,Contactar cliente,31.25,88.375,40.87301587301587,1.1405109489051095,0.40584415584415584
2264,2025-10-27,0,43,6,Abasto,-34.82368,-57.91482,Abasto; El Peligro; Lisandro Olmos,Camioneta,13,7.75,59.6,89,106,11,27.7,0.0,15.68,341,106,225,3,19,1,Clima,0,100.0,baja,1,Despejado,mañana,con_incidente,Retraso por tráfico,40.55,59.61538461538461,31.085043988269796,1.463898916967509,0.38254716981132075
2265,2025-05-27,1,21,5,Ringuelet,-34.942119,-57.928659,Ringuelet; Tolosa,Furgoneta,8,6.04,75.5,73,90,8,11.9,0.0,20.4,176,35,141,23,25,0,,1,98.89,baja,1,Tormenta,mañana,parcial,Reintentar mañana,23.18,75.5,19.886363636363637,1.9478991596638655,0.25755555555555554
2266,2025-09-27,5,38,7,Melchor Romero,-34.952617,-57.985292,Melchor Romero; El Peligro; Abasto,Furgoneta,8,7.56,94.5,77,90,7,32.3,2.22,19.98,279,97,182,9,18,0,,0,100.0,media,0,Nublado,mañana,con_incidente,,35.56,94.5,34.76702508960574,1.1009287925696596,0.39511111111111114
2267,2025-07-31,3,30,2,Ringuelet,-34.949224,-57.927031,Ringuelet; Manuel B. Gonnet; City Bell,Camioneta,13,6.58,50.6,90,107,14,25.2,1.6,14.54,269,104,165,0,9,0,,0,100.0,alta,0,Despejado,mañana,completa_ok,,33.66,50.61538461538462,38.66171003717472,1.3357142857142856,0.3145794392523364
2268,2025-03-16,6,11,1,Gonnet,-34.934135,-57.921535,Gonnet; Ringuelet,Camioneta,13,5.35,41.2,82,95,6,18.4,0.0,12.13,194,91,103,3,36,0,,1,98.95,baja,1,Despejado,mañana,parcial,Entrega parcial,26.49,41.15384615384615,46.90721649484536,1.4396739130434784,0.2788421052631579
2269,2025-08-06,2,31,6,Ringuelet,-34.945423,-57.924068,Ringuelet; Tolosa,Furgoneta,8,2.85,35.6,81,90,5,14.5,2.75,5.68,233,171,105,16,44,0,,0,100.0,baja,1,Despejado,mañana,con_incidente,,35.07,35.625,73.39055793991416,2.4186206896551723,0.38966666666666666
2270,2025-04-03,3,13,2,City Bell,-34.869788,-57.983202,City Bell; Joaquin Gorina,Camioneta,13,7.45,57.3,86,112,10,13.1,0.01,10.77,200,73,127,14,9,0,,0,100.0,alta,0,Despejado,mañana,completa_ok,,23.13,57.30769230769231,36.5,1.765648854961832,0.20651785714285714
2271,2025-02-19,2,7,1,Gonnet,-34.934851,-57.922926,Gonnet; Manuel B. Gonnet,Camioneta,13,7.29,56.1,84,96,5,32.3,0.0,9.14,318,212,106,1,30,0,,0,100.0,alta,1,Despejado,mañana,con_incidente,,41.1,56.07692307692308,66.66666666666666,1.2724458204334368,0.42812500000000003
2272,2025-09-26,4,38,1,Ringuelet,-34.944592,-57.927228,Ringuelet; El Peligro,Camioneta,13,9.31,71.6,88,101,8,23.4,0.98,13.25,292,106,186,10,31,0,,0,100.0,alta,0,Despejado,mañana,con_incidente,,35.52,71.61538461538461,36.3013698630137,1.517948717948718,0.3516831683168317
2273,2025-08-13,2,32,4,Manuel B. Gonnet,-34.924356,-57.92689,Manuel B. Gonnet; Gonnet,Camioneta,13,8.07,62.1,79,96,9,26.0,1.21,33.91,196,46,150,3,5,0,,0,100.0,alta,0,Nublado,mañana,completa_ok,,25.32,62.07692307692307,23.46938775510204,0.9738461538461538,0.26375
2274,2025-03-03,0,9,1,La Plata,-34.918734,-57.958587,La Plata; Villa Elisa,Furgoneta,8,5.14,64.2,81,101,9,33.2,0.0,18.11,289,110,179,21,26,0,,3,97.03,media,1,Nublado,mañana,parcial,Reintentar mañana,36.92,64.25,38.062283737024224,1.1120481927710844,0.36554455445544554
2275,2025-04-10,3,14,4,Joaquin Gorina,-34.86742,-57.933705,Joaquin Gorina; Gonnet,Furgoneta,8,3.91,48.9,80,91,5,22.4,0.04,15.81,265,85,180,0,30,0,,2,97.8,baja,1,Despejado,mañana,parcial,Contactar cliente,31.73,48.875,32.075471698113205,1.4165178571428572,0.3486813186813187
2276,2025-11-20,3,46,4,Los Hornos,-34.916174,-57.98952,Los Hornos; Villa Elvira,Camion 3.5t,18,4.79,26.6,90,105,8,28.3,0.0,22.34,255,76,179,7,25,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,33.21,26.611111111111114,29.80392156862745,1.1734982332155477,0.3162857142857143
2277,2025-03-13,3,10,2,City Bell,-34.872047,-57.986144,City Bell; Joaquin Gorina,Furgoneta,8,5.28,66.0,63,70,8,16.4,0.0,15.37,190,64,126,1,19,0,,0,100.0,baja,0,Lluvia ligera,mañana,completa_ok,,23.82,66.0,33.68421052631579,1.452439024390244,0.3402857142857143
2278,2025-06-15,6,24,1,City Bell,-34.876714,-57.979323,City Bell; Manuel B. Gonnet,Furgoneta,8,7.84,98.0,77,89,8,19.0,0.02,16.13,169,77,115,9,25,0,,1,98.88,media,1,Despejado,mañana,parcial,Devolver a depósito,25.95,98.0,45.562130177514796,1.3657894736842104,0.29157303370786514
2279,2025-12-07,6,49,5,Gonnet,-34.933949,-57.924392,Gonnet; City Bell,Camioneta,13,5.52,42.5,62,74,7,5.7,1.67,7.6,184,45,139,4,14,0,,0,100.0,media,1,Nublado,mañana,con_incidente,,21.01,42.46153846153845,24.456521739130434,3.685964912280702,0.28391891891891896
2280,2025-01-20,0,3,7,Los Hornos,-34.912757,-57.990049,Los Hornos; La Plata,Furgoneta,8,7.24,90.5,72,87,11,17.9,0.0,22.37,208,48,160,0,21,0,,1,98.85,baja,1,Despejado,mañana,parcial,Contactar cliente,27.93,90.5,23.076923076923077,1.5603351955307263,0.3210344827586207
2281,2025-03-11,1,10,4,Villa Montoro,-34.898691,-57.954047,Villa Montoro; Villa Elvira,Camioneta,13,5.29,40.7,83,99,6,28.1,1.75,120.43,238,14,224,4,16,0,,0,100.0,alta,0,Nublado,mañana,completa_ok,,30.85,40.69230769230769,5.88235294117647,1.097864768683274,0.3116161616161616
2282,2025-05-26,0,21,5,La Plata,-34.921046,-57.954501,La Plata; Villa Elisa,Camioneta,13,7.65,58.8,79,88,10,31.6,0.36,19.35,266,98,168,0,27,0,,2,97.73,baja,1,Despejado,mañana,parcial,Entrega parcial,34.99,58.84615384615385,36.84210526315789,1.1072784810126581,0.3976136363636364
2283,2025-11-17,0,46,6,Villa Elvira,-34.887428,-57.94638,Villa Elvira; Los Hornos,Camioneta,13,3.76,28.9,82,102,8,36.3,0.0,8.85,356,246,110,5,32,0,,2,98.04,media,1,Despejado,mañana,parcial,Reintentar mañana,45.74,28.923076923076923,69.10112359550563,1.260055096418733,0.4484313725490196
2284,2025-05-09,4,18,1,Berisso,-34.859443,-57.873857,Berisso; Villa Argüello,Furgoneta,8,2.77,34.6,89,109,6,23.5,1.11,11.56,241,122,119,2,25,0,,1,99.08,baja,1,Despejado,mañana,parcial,Contactar cliente,31.98,34.625,50.62240663900415,1.3608510638297873,0.293394495412844
2285,2025-08-28,3,34,1,Tolosa,-34.921085,-57.953266,Tolosa; Ringuelet,Camioneta,13,5.35,41.2,89,106,7,33.2,0.0,29.68,262,75,229,2,16,0,,0,100.0,baja,1,Lluvia ligera,mañana,parcial,Entrega parcial,39.58,41.15384615384615,28.62595419847328,1.192168674698795,0.37339622641509435
2286,2025-08-18,0,33,5,La Plata,-34.925242,-57.9539,La Plata; Tolosa; Manuel B. Gonnet,Camion 3.5t,18,4.99,27.7,83,97,7,19.6,1.2,9.64,290,122,168,7,30,0,,2,97.94,alta,1,Nublado,mañana,parcial,Entrega parcial,37.07,27.722222222222225,42.06896551724138,1.8913265306122449,0.38216494845360827
2287,2025-05-07,2,18,7,Ringuelet,-34.948044,-57.933516,Ringuelet; Tolosa; Manuel B. Gonnet,Furgoneta,8,7.18,89.8,87,103,8,27.6,1.74,40.39,215,41,174,11,20,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,28.33,89.75,19.069767441860467,1.0264492753623187,0.27504854368932036
2288,2025-09-23,1,38,3,Melchor Romero,-34.95077,-57.978733,Melchor Romero; Lisandro Olmos; El Carmen,Camioneta,13,3.42,26.3,96,118,4,33.7,0.0,32.42,369,52,239,0,17,1,,2,98.31,media,0,Despejado,mañana,completa_ok,,35.13,26.30769230769231,14.092140921409213,1.042433234421365,0.29771186440677966
2289,2025-06-18,2,24,1,Tolosa,-34.921599,-57.952579,Tolosa; Manuel B. Gonnet; Ringuelet,Furgoneta,8,7.84,98.0,80,105,13,16.1,0.0,5.75,269,168,101,3,26,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,34.15,98.0,62.45353159851301,2.12111801242236,0.3252380952380952
2290,2025-05-17,5,19,7,Abasto,-34.817841,-57.92468,Abasto; Manuel B. Gonnet; Gonnet,Camioneta,13,8.28,63.7,84,94,11,31.3,2.41,39.12,273,48,225,0,29,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,36.1,63.69230769230769,17.582417582417584,1.1533546325878594,0.3840425531914894
2291,2025-07-29,1,30,7,Gonnet,-34.937586,-57.921742,Gonnet; Ringuelet; Tolosa,Furgoneta,8,4.65,58.1,77,86,8,20.5,0.78,15.57,257,79,178,18,38,0,,0,100.0,media,0,Despejado,mañana,con_incidente,,32.22,58.12500000000001,30.739299610894943,1.5717073170731706,0.37465116279069766
2292,2025-08-09,5,31,3,La Plata,-34.918538,-57.961581,La Plata; Los Hornos; Melchor Romero,Camioneta,13,7.84,60.3,79,94,2,25.5,2.02,22.11,244,76,185,5,21,0,,0,100.0,alta,1,Nublado,mañana,parcial,Entrega parcial,31.76,60.30769230769231,31.147540983606557,1.2454901960784315,0.33787234042553194
2293,2025-01-01,2,0,3,Los Hornos,-34.920274,-57.992778,Los Hornos; Altos de San Lorenzo; Manuel B. Gonnet,Camioneta,13,9.21,70.8,80,95,12,47.8,1.31,14.86,365,193,172,2,36,0,,1,98.95,media,1,Despejado,mañana,parcial,Devolver a depósito,47.54,70.84615384615385,52.87671232876713,0.994560669456067,0.500421052631579
2294,2025-08-22,4,33,2,Gonnet,-34.935774,-57.9253,Gonnet; El Carmen,Camioneta,13,5.23,40.2,64,78,4,18.1,1.79,61.6,166,15,131,8,17,0,,2,97.44,media,1,Nublado,mañana,parcial,Contactar cliente,20.67,40.23076923076923,9.036144578313253,1.141988950276243,0.265
2295,2025-02-23,6,8,7,Lisandro Olmos,-34.795266,-57.89929,Lisandro Olmos; Melchor Romero; Los Hornos,Camioneta,13,5.26,40.5,85,103,10,46.8,2.41,14.25,354,197,157,5,23,0,,0,100.0,baja,1,Tormenta,mañana,con_incidente,,45.67,40.46153846153846,55.6497175141243,0.9758547008547009,0.4433980582524272
2296,2025-07-12,5,27,6,Gonnet,-34.930336,-57.919977,Gonnet; Tolosa; La Plata,Camioneta,13,7.05,54.2,77,92,4,20.1,0.48,24.23,144,53,121,5,28,0,,0,100.0,media,0,Lluvia ligera,mañana,completa_ok,,22.28,54.230769230769226,36.80555555555556,1.108457711442786,0.24217391304347827
2297,2025-08-29,4,34,2,El Peligro,-34.829757,-57.91376,El Peligro; Lisandro Olmos,Furgoneta,8,7.84,98.0,74,88,4,23.6,0.0,18.39,258,77,181,13,17,0,,0,100.0,baja,0,Lluvia ligera,mañana,con_incidente,,34.11,98.0,29.844961240310074,1.4453389830508474,0.3876136363636364
2298,2025-03-29,5,12,1,Gonnet,-34.932932,-57.920652,Gonnet; Ringuelet,Furgoneta,8,6.24,78.0,82,97,9,20.9,0.0,270.0,145,5,216,0,29,0,,0,100.0,media,1,Despejado,mañana,parcial,Contactar cliente,24.88,78.0,3.4482758620689653,1.1904306220095695,0.25649484536082473
2299,2025-04-22,1,16,6,Tolosa,-34.92124,-57.958874,Tolosa; La Plata; Centro; Villa Montoro,Camioneta,13,7.74,59.5,89,116,9,28.1,2.21,47.68,223,38,201,13,28,0,,0,100.0,baja,1,Tormenta,mañana,parcial,Reintentar mañana,30.5,59.53846153846154,17.040358744394617,1.085409252669039,0.2629310344827586
2300,2025-01-02,3,0,4,La Plata,-34.925014,-57.955318,La Plata; Los Hornos,Camion 3.5t,18,2.86,15.9,77,92,4,34.0,0.0,51.14,196,44,184,2,18,0,,0,100.0,media,1,Nublado,mañana,parcial,Contactar cliente,31.82,15.88888888888889,22.448979591836736,0.9358823529411765,0.3458695652173913
2301,2025-10-07,1,40,2,Villa Elvira,-34.891081,-57.949721,Villa Elvira,Furgoneta,8,5.68,71.0,80,87,7,24.4,0.0,19.01,210,77,133,1,34,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,26.74,71.0,36.666666666666664,1.0959016393442622,0.30735632183908046
2302,2025-09-11,3,36,4,El Carmen,-34.837905,-57.900612,El Carmen; Villa San Carlos; Gonnet,Furgoneta,8,3.34,41.8,80,90,3,26.3,0.0,9.45,320,167,153,13,21,0,,1,98.89,media,1,Despejado,mañana,parcial,Reintentar mañana,39.66,41.75,52.1875,1.5079847908745245,0.44066666666666665
2303,2025-09-09,1,36,1,Tolosa,-34.92267,-57.949944,Tolosa,Camioneta,13,9.19,70.7,71,81,5,17.1,0.0,17.69,215,58,157,7,29,0,,0,100.0,baja,0,Lluvia ligera,mañana,completa_ok,,26.8,70.6923076923077,26.976744186046513,1.567251461988304,0.3308641975308642
2304,2025-12-04,3,48,5,Gonnet,-34.933543,-57.928158,Gonnet; Ringuelet; La Plata; Villa Elisa,Camioneta,13,8.83,67.9,70,81,4,24.8,0.0,11.72,212,127,85,1,30,0,,1,98.77,media,1,Lluvia ligera,mañana,parcial,Entrega parcial,27.78,67.92307692307692,59.905660377358494,1.1201612903225806,0.34296296296296297
2305,2025-02-08,5,5,1,Melchor Romero,-34.948201,-57.982471,Melchor Romero; Los Hornos; La Plata,Camioneta,13,5.74,44.2,68,77,8,10.9,0.61,14.86,173,44,129,2,43,0,,1,98.7,alta,1,Despejado,mañana,parcial,Reintentar mañana,22.97,44.15384615384615,25.43352601156069,2.1073394495412843,0.2983116883116883
2306,2025-02-05,2,5,6,Ringuelet,-34.950701,-57.932214,Ringuelet; Tolosa,Furgoneta,8,4.45,55.6,84,104,13,17.8,0.22,58.8,217,20,218,3,22,0,Tráfico,2,98.08,baja,1,Despejado,mañana,con_incidente,Entrega parcial,32.3,55.625,9.216589861751153,1.8146067415730334,0.31057692307692303
2307,2025-01-11,5,1,2,Joaquin Gorina,-34.87233,-57.938536,Joaquin Gorina; Ringuelet; Manuel B. Gonnet,Camioneta,13,8.53,65.6,78,93,6,37.8,0.61,11.81,351,192,159,1,35,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,46.14,65.61538461538461,54.700854700854705,1.2206349206349207,0.49612903225806454
2308,2025-10-28,1,43,3,Tolosa,-34.919647,-57.952113,Tolosa; Manuel B. Gonnet; Ringuelet,Furgoneta,8,7.84,98.0,86,100,7,19.4,1.15,36.38,268,32,236,3,17,0,,0,100.0,baja,0,Despejado,mañana,con_incidente,,32.35,98.0,11.940298507462686,1.6675257731958766,0.3235
2309,2025-08-25,0,34,7,Tolosa,-34.925725,-57.952567,Tolosa; Manuel B. Gonnet; Villa Elvira; Los Hornos,Furgoneta,8,7.44,93.0,67,80,6,17.2,0.94,93.82,143,11,132,10,24,0,,0,100.0,media,0,Lluvia ligera,mañana,completa_ok,,17.83,93.0,7.6923076923076925,1.0366279069767441,0.222875
2310,2025-04-18,4,15,5,Manuel B. Gonnet,-34.922198,-57.919845,Manuel B. Gonnet; Gonnet; Ringuelet,Furgoneta,8,5.77,72.1,74,89,10,18.2,0.44,14.56,179,75,104,7,22,0,,1,98.88,baja,1,Tormenta,mañana,parcial,Devolver a depósito,21.18,72.125,41.899441340782126,1.1637362637362638,0.23797752808988765
2311,2025-06-03,1,22,7,Villa Elvira,-34.889181,-57.950068,Villa Elvira; Villa Montoro; Los Hornos,Furgoneta,8,6.65,83.1,79,92,4,18.4,0.39,10.42,268,99,118,2,22,0,,0,100.0,baja,0,Tormenta,mañana,completa_ok,,26.76,83.125,36.940298507462686,1.4543478260869567,0.2908695652173913
2312,2025-05-21,2,20,5,Villa Elisa,-34.914604,-57.97552,Villa Elisa; City Bell; Joaquin Gorina,Camion 3.5t,18,7.96,44.2,72,93,6,21.8,2.3,15.57,278,84,194,7,29,0,,0,100.0,media,1,Lluvia ligera,mañana,con_incidente,,33.61,44.22222222222222,30.215827338129497,1.541743119266055,0.3613978494623656
2313,2025-08-30,5,34,2,Abasto,-34.820253,-57.922958,Abasto,Furgoneta,8,6.58,82.2,75,89,5,29.8,0.0,68.77,219,26,193,1,23,0,,1,98.88,media,1,Despejado,mañana,parcial,Entrega parcial,28.52,82.25,11.87214611872146,0.9570469798657718,0.3204494382022472
2314,2025-04-07,0,14,4,La Plata,-34.919774,-57.953823,La Plata,Camioneta,13,4.72,36.3,89,107,5,28.9,0.0,8.38,326,207,119,5,24,0,,2,98.13,baja,1,Despejado,mañana,parcial,Reintentar mañana,39.75,36.30769230769231,63.49693251533742,1.3754325259515572,0.37149532710280375
2315,2025-09-08,0,36,7,Ringuelet,-34.94644,-57.931261,Ringuelet; Gonnet; Manuel B. Gonnet,Furgoneta,8,7.84,98.0,77,89,4,15.8,1.27,10.53,227,90,137,12,20,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,29.95,98.0,39.647577092511014,1.8955696202531644,0.33651685393258424
2316,2025-12-05,4,48,4,Ringuelet,-34.949351,-57.92835,Ringuelet; Gonnet,Camioneta,13,10.92,84.0,78,98,6,29.3,1.11,27.9,255,63,192,8,18,0,,0,100.0,alta,0,Despejado,mañana,completa_ok,,32.82,84.0,24.705882352941178,1.120136518771331,0.3348979591836735
2317,2025-09-02,1,35,7,El Peligro,-34.826873,-57.915734,El Peligro; Lisandro Olmos,Camioneta,13,5.92,45.5,83,97,4,22.7,0.0,8.16,322,167,155,4,21,0,,0,100.0,media,1,Nublado,mañana,con_incidente,,38.49,45.53846153846154,51.86335403726709,1.6955947136563878,0.3968041237113402
2318,2025-08-16,5,32,2,Villa Elvira,-34.88676,-57.949675,Villa Elvira; Villa Montoro; Los Hornos,Furgoneta,8,6.25,78.1,81,96,4,16.2,2.27,6.31,277,154,123,1,20,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,35.62,78.125,55.5956678700361,2.1987654320987655,0.37104166666666666
2319,2025-06-30,0,26,4,Los Hornos,-34.918048,-57.993211,Los Hornos; Melchor Romero; Lisandro Olmos; Abasto,Camioneta,13,5.52,42.5,57,74,4,20.3,0.02,26.48,170,46,124,0,28,0,,1,98.65,media,1,Despejado,mañana,parcial,Contactar cliente,23.7,42.46153846153845,27.058823529411764,1.167487684729064,0.3202702702702703
2320,2025-11-22,5,46,6,City Bell,-34.874271,-57.98496,City Bell; Joaquin Gorina; Gonnet; Manuel B. Gonnet,Camioneta,13,7.92,60.9,82,87,7,27.4,0.4,35.74,238,46,192,8,23,0,,2,97.7,media,1,Nublado,mañana,parcial,Reintentar mañana,30.82,60.92307692307693,19.327731092436977,1.1248175182481752,0.3542528735632184
2321,2025-03-29,5,12,6,El Carmen,-34.838391,-57.901141,El Carmen; Berisso,Camioneta,13,4.28,32.9,68,77,6,39.1,0.0,10.57,321,222,99,6,27,0,,0,100.0,alta,1,Despejado,mañana,con_incidente,,41.96,32.92307692307693,69.1588785046729,1.0731457800511508,0.5449350649350649
2322,2025-02-10,0,6,6,Berisso,-34.859239,-57.875991,Berisso; El Carmen; Lisandro Olmos,Camioneta,13,6.3,48.5,84,111,4,32.3,0.59,23.93,286,81,195,4,28,1,Error de direccionamiento,0,100.0,media,0,Nublado,mañana,con_incidente,Ruta replanificada,37.64,48.46153846153846,28.321678321678323,1.1653250773993808,0.3390990990990991
2323,2025-05-14,2,19,6,El Peligro,-34.830269,-57.901591,El Peligro,Furgoneta,8,6.14,76.8,70,84,9,35.1,0.12,14.23,236,148,88,12,14,0,,1,98.81,media,1,Tormenta,mañana,parcial,Contactar cliente,30.21,76.75,62.71186440677966,0.8606837606837606,0.35964285714285715
2324,2025-09-11,3,36,1,Tolosa,-34.918763,-57.949606,Tolosa; La Plata,Camion 3.5t,18,6.8,37.8,70,88,2,5.3,0.0,4.3,163,74,89,2,25,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,18.28,37.77777777777778,45.39877300613497,3.449056603773585,0.20772727272727273
2325,2025-03-02,6,9,7,La Plata,-34.919886,-57.95599,La Plata; Los Hornos,Furgoneta,8,4.96,62.0,67,78,5,26.6,0.0,24.55,209,65,144,4,22,0,,0,100.0,baja,0,Viento fuerte,mañana,completa_ok,,28.89,62.0,31.100478468899524,1.0860902255639098,0.37038461538461537
2326,2025-05-20,1,20,4,City Bell,-34.873949,-57.980996,City Bell; Manuel B. Gonnet,Camioneta,13,6.3,48.5,86,100,3,32.9,0.59,24.68,265,80,185,0,12,0,,2,98.0,baja,1,Tormenta,mañana,parcial,Devolver a depósito,35.3,48.46153846153846,30.18867924528302,1.0729483282674772,0.353
2327,2025-08-13,2,32,6,Gonnet,-34.93574,-57.930251,Gonnet,Camioneta,13,8.07,62.1,85,99,8,18.5,0.05,17.83,182,70,135,0,25,0,,1,98.99,media,1,Despejado,mañana,parcial,Contactar cliente,24.69,62.07692307692307,38.46153846153847,1.3345945945945947,0.24939393939393942
2328,2025-09-23,1,38,4,Villa Montoro,-34.902896,-57.947456,Villa Montoro; Villa Elvira,Camioneta,13,3.71,28.5,91,102,11,24.0,2.73,10.83,376,133,243,1,29,0,,4,96.08,media,1,Nublado,mañana,parcial,Contactar cliente,44.99,28.53846153846154,35.37234042553192,1.8745833333333335,0.44107843137254904
